XX:MaxNewSize,Xms,Xmx,protocol,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,Throughput
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,250,10,50,TRUE,30000,TRUE,1024,6411.763449
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,1000,25,250,100,50,FALSE,20000,FALSE,1024,6415.465549
64,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,50,75,100,100,TRUE,30000,TRUE,1024,6420.133539
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,250,10,100,TRUE,10000,TRUE,1024,6431.143886
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,50,100,TRUE,10000,FALSE,2048,6435.006435
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,50,75,100,200,FALSE,10000,TRUE,2048,6460.504781
128,128,256,org.apache.coyote.http11.Http11Protocol,8192,500,100,500,50,100,TRUE,30000,FALSE,2048,6461.757167
64,64,128,org.apache.coyote.http11.Http11Protocol,4096,1000,50,75,50,50,FALSE,30000,TRUE,1024,6465.238567
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,100,50,TRUE,20000,TRUE,1024,6468.305304
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,1000,100,250,50,100,FALSE,30000,TRUE,1024,6471.095772
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,500,100,50,TRUE,20000,TRUE,1024,6480.461409
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,50,75,10,200,FALSE,10000,FALSE,2048,6495.193557
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,200,50,75,10,200,FALSE,20000,FALSE,1024,6497.585064
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,50,75,100,100,FALSE,10000,FALSE,2048,6513.667846
64,128,256,org.apache.coyote.http11.Http11Protocol,4096,500,50,75,100,50,TRUE,20000,TRUE,1024,6528.267398
64,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,500,100,50,TRUE,10000,FALSE,1024,6531.678641
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,500,50,250,100,100,FALSE,20000,TRUE,2048,6539.937217
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,50,75,10,100,TRUE,20000,TRUE,1024,6541.933796
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,100,50,TRUE,20000,TRUE,1024,6563.689669
64,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,500,100,50,TRUE,30000,TRUE,1024,6580.82348
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,1000,25,500,10,50,FALSE,30000,FALSE,1024,6584.145378
64,256,512,org.apache.coyote.http11.Http11Protocol,8192,1000,50,75,10,100,FALSE,20000,TRUE,2048,6584.723442
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,100,250,100,50,TRUE,30000,FALSE,2048,6592.247517
64,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,25,500,10,100,FALSE,30000,TRUE,1024,6592.247517
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,50,75,100,100,TRUE,10000,FALSE,1024,6600.079201
64,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,25,250,50,50,FALSE,20000,TRUE,1024,6601.386291
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,1000,100,250,100,200,FALSE,20000,TRUE,1024,6611.278842
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,50,50,TRUE,30000,FALSE,2048,6629.101757
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,500,100,250,10,50,TRUE,10000,FALSE,2048,6635.993629
64,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,500,10,200,FALSE,30000,FALSE,1024,6648.788812
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,250,50,100,TRUE,30000,TRUE,2048,6651.147323
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,75,100,100,FALSE,10000,FALSE,1024,6653.507507
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,500,50,50,TRUE,30000,FALSE,2048,6653.802648
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,75,50,200,TRUE,30000,TRUE,2048,6653.950228
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,100,100,FALSE,30000,TRUE,1024,6711.109123
64,256,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,25,500,10,100,TRUE,10000,FALSE,2048,6734.7626
128,256,512,org.apache.coyote.http11.Http11Protocol,8192,500,50,75,50,200,TRUE,30000,TRUE,1024,6769.258541
64,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,100,250,50,50,FALSE,30000,FALSE,1024,6771.856166
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,50,250,100,100,FALSE,10000,TRUE,2048,6772.009029
256,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,100,50,TRUE,20000,FALSE,2048,6788.405404
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,50,75,50,100,FALSE,30000,FALSE,2048,6803.029616
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,500,10,50,TRUE,10000,FALSE,2048,6810.288075
128,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,25,250,100,100,TRUE,10000,FALSE,1024,6810.288075
128,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,250,10,200,FALSE,30000,FALSE,1024,6820.972216
64,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,50,50,TRUE,30000,TRUE,1024,6832.467887
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,100,250,50,200,FALSE,30000,FALSE,2048,6837.762684
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,250,50,50,FALSE,10000,FALSE,2048,6854.792643
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,25,250,10,100,TRUE,30000,FALSE,2048,6892.907198
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,10,200,FALSE,30000,FALSE,2048,6895.125147
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,50,75,50,50,TRUE,10000,TRUE,1024,6921.692585
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,500,10,100,FALSE,30000,TRUE,1024,6938.341274
128,256,512,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,100,100,FALSE,30000,FALSE,1024,6939.14371
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,250,10,50,FALSE,20000,TRUE,2048,6942.35531
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,75,50,200,FALSE,10000,TRUE,1024,6943.8015
64,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,100,250,100,50,TRUE,30000,TRUE,1024,6945.730691
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,100,100,TRUE,30000,FALSE,1024,6958.13522
64,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,250,10,100,FALSE,10000,FALSE,1024,6969.126768
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,50,FALSE,10000,FALSE,1024,6981.127685
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,250,100,200,FALSE,30000,FALSE,1024,7021.157087
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,25,500,10,100,FALSE,20000,TRUE,1024,7052.683546
128,128,256,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,250,10,100,FALSE,10000,FALSE,2048,7062.313143
128,64,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,250,50,50,TRUE,30000,FALSE,2048,7128.599943
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,1000,100,250,100,50,TRUE,20000,FALSE,1024,7135.721421
64,64,128,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,75,10,50,FALSE,30000,FALSE,2048,7137.588922
128,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,75,50,50,TRUE,30000,FALSE,1024,7146.260124
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,50,200,FALSE,30000,FALSE,1024,7147.111376
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,250,50,50,TRUE,30000,FALSE,2048,7164.863509
64,256,512,org.apache.coyote.http11.Http11Protocol,16384,500,50,75,100,50,FALSE,10000,FALSE,1024,7196.833393
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,500,50,100,FALSE,20000,FALSE,1024,7209.805335
256,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,500,100,100,FALSE,10000,FALSE,2048,7232.57552
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,100,50,TRUE,30000,FALSE,2048,7234.668532
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,25,500,10,100,FALSE,20000,FALSE,1024,7281.730139
64,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,100,50,FALSE,30000,FALSE,1024,7309.763407
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,100,100,FALSE,30000,TRUE,1024,7334.604665
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,75,10,200,FALSE,10000,TRUE,1024,7341.065923
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,1000,100,500,10,50,TRUE,10000,FALSE,2048,7353.842383
128,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,500,50,100,FALSE,10000,TRUE,1024,7368.834742
256,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,500,10,100,TRUE,10000,TRUE,2048,7419.681943
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,500,10,50,TRUE,30000,TRUE,1024,7431.813115
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,50,200,TRUE,30000,FALSE,1024,7451.379747
256,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,75,100,100,FALSE,10000,FALSE,1024,7470.491558
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,100,250,50,200,FALSE,10000,TRUE,1024,7525.020694
128,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,1000,50,75,50,50,FALSE,20000,TRUE,1024,7562.389715
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,250,100,100,FALSE,30000,FALSE,1024,7622.725887
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,250,10,50,FALSE,30000,TRUE,1024,7695.662212
128,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,75,50,100,FALSE,30000,FALSE,2048,7884.984361
64,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,25,250,50,50,FALSE,30000,FALSE,2048,8243.570015
