spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
1,5739,0.887047948,0.461747382,247,FALSE,TRUE,FALSE,FALSE,snappy,82,8,org.apache.spark.serializer.JavaSerializer,202939
3,15792,0.700854499,0.719372782,296,FALSE,FALSE,TRUE,TRUE,lzf,40,11,org.apache.spark.serializer.JavaSerializer,203488
3,11453,0.766371379,0.790779783,252,TRUE,TRUE,TRUE,FALSE,lz4,88,40,org.apache.spark.serializer.KryoSerializer,204178
1,5922,0.77121949,0.308003243,75,FALSE,FALSE,TRUE,FALSE,lzf,28,28,org.apache.spark.serializer.KryoSerializer,204373
2,9929,0.439263563,0.362745703,186,TRUE,FALSE,FALSE,TRUE,snappy,35,19,org.apache.spark.serializer.KryoSerializer,204375
3,13672,0.319126339,0.65860029,263,TRUE,FALSE,FALSE,FALSE,lz4,76,50,org.apache.spark.serializer.JavaSerializer,205475
3,6737,0.148581793,0.729009663,208,TRUE,FALSE,FALSE,TRUE,lz4,29,9,org.apache.spark.serializer.KryoSerializer,207088
3,19188,0.344042983,0.355747502,250,TRUE,FALSE,FALSE,FALSE,snappy,29,8,org.apache.spark.serializer.JavaSerializer,207987
3,20101,0.113709337,0.351626118,359,TRUE,FALSE,FALSE,TRUE,snappy,45,44,org.apache.spark.serializer.JavaSerializer,207997
3,17816,0.120090269,0.5105883,349,TRUE,TRUE,TRUE,FALSE,lz4,28,9,org.apache.spark.serializer.JavaSerializer,208223
1,5159,0.300658139,0.787672189,261,TRUE,FALSE,FALSE,TRUE,snappy,38,16,org.apache.spark.serializer.JavaSerializer,209404
3,14451,0.106330362,0.664469874,339,TRUE,TRUE,TRUE,FALSE,lz4,47,10,org.apache.spark.serializer.JavaSerializer,209876
1,4658,0.111588132,0.347691067,315,FALSE,FALSE,TRUE,FALSE,lz4,11,14,org.apache.spark.serializer.JavaSerializer,219080
2,17569,0.784889395,0.30524428,22,FALSE,FALSE,FALSE,FALSE,lzf,43,18,org.apache.spark.serializer.KryoSerializer,238938
2,11591,0.632026048,0.622289142,74,FALSE,FALSE,FALSE,FALSE,lzf,29,25,org.apache.spark.serializer.KryoSerializer,239321
1,8100,0.83969578,0.257122326,21,FALSE,FALSE,FALSE,TRUE,snappy,12,58,org.apache.spark.serializer.KryoSerializer,241126
2,11910,0.222776786,0.36374459,66,TRUE,TRUE,FALSE,FALSE,lz4,96,14,org.apache.spark.serializer.KryoSerializer,244924
2,15785,0.689336576,0.105549916,16,FALSE,FALSE,TRUE,TRUE,lz4,44,18,org.apache.spark.serializer.JavaSerializer,247230
2,15721,0.246253788,0.896841242,88,FALSE,FALSE,TRUE,TRUE,lzf,95,25,org.apache.spark.serializer.KryoSerializer,248730
1,8482,0.487907059,0.304833253,13,TRUE,FALSE,TRUE,TRUE,snappy,33,9,org.apache.spark.serializer.JavaSerializer,250700
2,14887,0.502259741,0.541242818,110,TRUE,FALSE,FALSE,TRUE,lzf,86,33,org.apache.spark.serializer.KryoSerializer,251157
1,7508,0.539518161,0.308353551,100,FALSE,FALSE,FALSE,TRUE,lzf,85,41,org.apache.spark.serializer.KryoSerializer,252581
2,15618,0.492445757,0.443212748,86,TRUE,TRUE,FALSE,FALSE,lzf,34,12,org.apache.spark.serializer.KryoSerializer,254047
2,12217,0.883543951,0.866546416,139,FALSE,FALSE,TRUE,TRUE,lzf,39,14,org.apache.spark.serializer.KryoSerializer,254893
2,15194,0.121366434,0.761080821,78,FALSE,FALSE,FALSE,FALSE,snappy,66,63,org.apache.spark.serializer.KryoSerializer,255351
1,8694,0.710327363,0.450808794,138,TRUE,FALSE,FALSE,FALSE,lz4,84,11,org.apache.spark.serializer.KryoSerializer,255811
