spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
3,7303,0.224049889,0.588139812,127,FALSE,FALSE,FALSE,FALSE,lzf,30,13,org.apache.spark.serializer.KryoSerializer,241859
2,19870,0.788164611,0.703785208,62,TRUE,TRUE,TRUE,TRUE,lz4,10,8,org.apache.spark.serializer.JavaSerializer,242470
3,17156,0.633829347,0.536320582,165,TRUE,FALSE,FALSE,TRUE,lzf,57,32,org.apache.spark.serializer.KryoSerializer,243378
4,18916,0.532286536,0.751137158,97,TRUE,TRUE,TRUE,TRUE,snappy,75,27,org.apache.spark.serializer.JavaSerializer,243463
1,4388,0.366749787,0.252466801,192,TRUE,FALSE,FALSE,FALSE,lzf,70,11,org.apache.spark.serializer.KryoSerializer,243978
2,8822,0.719265096,0.863012568,65,FALSE,TRUE,FALSE,FALSE,lzf,74,13,org.apache.spark.serializer.KryoSerializer,244298
3,12518,0.694810962,0.117131231,21,FALSE,TRUE,TRUE,FALSE,snappy,63,36,org.apache.spark.serializer.JavaSerializer,244365
2,10414,0.354433414,0.435380156,81,FALSE,TRUE,TRUE,FALSE,lzf,14,37,org.apache.spark.serializer.KryoSerializer,244381
3,12538,0.10919222,0.751354379,156,TRUE,FALSE,FALSE,TRUE,snappy,28,57,org.apache.spark.serializer.KryoSerializer,244468
3,19282,0.876322079,0.508280185,15,FALSE,FALSE,TRUE,TRUE,snappy,43,15,org.apache.spark.serializer.JavaSerializer,244511
2,5762,0.467679971,0.64225908,122,TRUE,FALSE,FALSE,FALSE,lzf,96,34,org.apache.spark.serializer.KryoSerializer,244578
4,13407,0.499319032,0.393095515,45,TRUE,FALSE,FALSE,FALSE,snappy,24,32,org.apache.spark.serializer.JavaSerializer,244944
3,19930,0.538881574,0.807707023,62,TRUE,TRUE,TRUE,FALSE,snappy,66,46,org.apache.spark.serializer.JavaSerializer,245615
3,14684,0.248706376,0.473158081,150,TRUE,FALSE,FALSE,FALSE,lz4,30,23,org.apache.spark.serializer.JavaSerializer,245786
1,8186,0.721249332,0.454459975,44,FALSE,TRUE,FALSE,FALSE,lz4,38,39,org.apache.spark.serializer.JavaSerializer,245935
4,15477,0.229480237,0.865927622,54,TRUE,TRUE,TRUE,FALSE,snappy,40,54,org.apache.spark.serializer.KryoSerializer,245958
3,12735,0.397128173,0.382728123,194,FALSE,FALSE,FALSE,FALSE,lzf,22,51,org.apache.spark.serializer.KryoSerializer,245995
3,17414,0.642065614,0.439154584,155,TRUE,FALSE,TRUE,TRUE,lz4,41,58,org.apache.spark.serializer.JavaSerializer,248266
