spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
1,12025,0.78525244,0.810201741,144,TRUE,TRUE,FALSE,FALSE,lz4,89,24,org.apache.spark.serializer.JavaSerializer,355841
1,11294,0.894392747,0.721828213,205,TRUE,TRUE,TRUE,TRUE,lzf,44,22,org.apache.spark.serializer.JavaSerializer,363648
1,10698,0.801294905,0.785846593,76,TRUE,FALSE,FALSE,TRUE,lzf,66,39,org.apache.spark.serializer.KryoSerializer,373751
1,13824,0.306797308,0.245622788,77,TRUE,TRUE,TRUE,TRUE,lzf,33,15,org.apache.spark.serializer.KryoSerializer,376030
1,16907,0.259364291,0.680830799,28,TRUE,TRUE,FALSE,TRUE,lzf,58,19,org.apache.spark.serializer.JavaSerializer,378504
1,18051,0.743353718,0.330285949,94,TRUE,TRUE,TRUE,TRUE,snappy,59,47,org.apache.spark.serializer.KryoSerializer,380200
1,15494,0.769899576,0.623061747,76,TRUE,TRUE,FALSE,FALSE,snappy,51,32,org.apache.spark.serializer.JavaSerializer,382683
1,13827,0.200101352,0.79937907,40,TRUE,TRUE,FALSE,FALSE,lzf,23,56,org.apache.spark.serializer.JavaSerializer,384286
1,19939,0.158674141,0.427353023,40,TRUE,TRUE,TRUE,FALSE,snappy,88,59,org.apache.spark.serializer.KryoSerializer,388437
1,19605,0.464046017,0.491586178,130,TRUE,FALSE,TRUE,FALSE,lzf,57,18,org.apache.spark.serializer.KryoSerializer,388557
1,12947,0.718509282,0.243485927,162,TRUE,TRUE,FALSE,FALSE,snappy,13,51,org.apache.spark.serializer.KryoSerializer,394925
1,13501,0.41309036,0.707881477,172,TRUE,FALSE,TRUE,TRUE,snappy,89,33,org.apache.spark.serializer.KryoSerializer,404441
1,19686,0.554388388,0.837265632,12,TRUE,FALSE,FALSE,TRUE,snappy,28,9,org.apache.spark.serializer.KryoSerializer,449594
