spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time,predict time
3,4621,0.762711623,0.161744489,100,FALSE,TRUE,TRUE,FALSE,snappy,83,30,org.apache.spark.serializer.KryoSerializer,199555,166904.1169
